refID,doi,pubmed_id,title,authors,journal,year,month,day,SiC_label_count,SiC_Type,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,Category_label_count,Category,NeuralEng,Biosensor,Cardiovascular,Orthopedic_Dental,DrugRelease,GeneralImplants_OtherTech,Data_label_count,Data_Reported,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,Benchtop,CellCulture_InVitro,ExVivo
"Truong, T 2023",10.1002/adfm.202211781,,"Engineering Route for Stretchable, 3D Microarchitectures of Wide Bandgap Semiconductors for Biomedical Applications","Truong, TA and Nguyen, TK and Huang, XH and Ashok, A and Yadav, S and Park, Y and Thai, MT and Nguyen, NK and Fallahi, H and Peng, SH and Dimitrijev, S and Toh, YC and Yamauchi, Y and Wang, CH and Lovell, NH and Rogers, JA and Do, TN and Nguyen, NT and Zhao, HB and Phan, HP",ADVANCED FUNCTIONAL MATERIALS,2023,5,3,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Biosensors,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Fabrication,MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Truong, T 2025",10.1021/acsnano.4c15294,,Flexible Electrode Arrays Based on a Wide Bandgap Semiconductors for Chronic Implantable Multiplexed Sensing and Heart Pacemakers,"Truong, TA and Huang, XH and Barton, M and Ashok, A and Al Abed, A and Almasri, R and Shivdasanic, MN and Reshamwala, R and Ingles, J and Thai, MT and Nguyen, CC and Zhao, SN and Zhang, XW and Gu, Z and Vasanth, A and Peng, SH and Nguyen, TK and Do, N and Nguyen, NT and Zhao, HB and Phan, HP",ACS NANO,2025,1,3,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Cardiovascular,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6,"Fabrication,MaterialProperties,Benchtop,CellCulture,ExVivo,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"Tyagi, R 2024",10.1177/08927057241243356,,Investigation of wettability and wear properties on 3D printed Polylactic acid/Molybdenum disulfide-Silicon carbide polymeric composite for sustainable biomedical applications,"Tyagi, R and Ranjan, N and Kumar, M and Kumar, V and Tripathi, A and Kumar, R",JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS,2024,4,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Usoro, J 2019",10.1088/2057-1976/ab4c02,,Chronic stability of local field potentials from standard and modified Blackrock microelectrode arrays implanted in the rat motor cortex,"Usoro, JO and Shih, E and Black, BJ and Rihani, RT and Abbott, J and Chakraborty, B and Pancrazio, JJ and Cogan, SF",BIOMEDICAL PHYSICS & ENGINEERING EXPRESS,2019,10,18,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Benchtop,InVivo_Animal",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Vladescu, A 2019",10.3390/coatings9060389,,In Vitro Activity Assays of Sputtered HAp Coatings with SiC Addition in Various Simulated Biological Fluids,"Vladescu, A and Parau, A and Pana, I and Cotrut, CM and Constantin, LR and Braic, V and Vranceanu, DM",COATINGS,2019,6,15,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Vlaskina, S 2020",10.15407/spqeo23.04.346,,Characterization of nano-bio silicon carbide,"Vlaskina, SI and Mishinova, GN and Shaginyan, IL and Smertenko, PS and Svechnikov, GS",SEMICONDUCTOR PHYSICS QUANTUM ELECTRONICS & OPTOELECTRONICS,2020,11,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Vomero, M 2017a",10.1109/NER.2017.8008347,,Improved long-term stability of thin-film glassy carbon electrodes through the use of silicon carbide and amorphous carbon,"Vomero, M and Castagnola, E and Ordonez, JS and Carli, S and Zucchini, E and Maggiolini, E and Gueli, C and Goshi, N and Fadiga, L and Ricci, D and  Kassegne, S and Stieglitz, T",2017 8th International IEEE/EMBS Conference on Neural Engineering (NER),2017,5,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"Fabrication,MaterialProperties,Benchtop,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Vomero, M 2017b",10.1002/adbi.201700081,,Incorporation of Silicon Carbide and Diamond-Like Carbon as Adhesion Promoters Improves In Vitro and In Vivo Stability of Thin-Film Glassy Carbon Electrocorticography Arrays,"Vomero, M and Castagnola, E and Ordonez, JS and Carli, S and Zucchini, E and Maggiolini, E and Gueli, C and Goshi, N and Ciarpella, F and Cea, C and Fadiga, L and Ricci, D and Kassegne, S and Stieglitz, T",ADVANCED BIOSYSTEMS,2017,11,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"Fabrication,MaterialProperties,Benchtop,CellCulture,InVivo_Animal",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Vyas, P 2024",10.1109/SISPAD62626.2024.10733028,,Novel Mobility Enhancement Schemes for Next Generation Silicon Carbide (SiC) Trench MOSFET Technology,"Vyas, P. B. and Pal, A. and Weeks, S. and Holt, J. and Kumar, A. and Date, L. and Megalini, L. and Khoury, M. and Caballero, C. and Chaturvedula, D. and Chudzik, M. and Krishnan, S. and Kengeri, S. and Bazizi, E. M.",2024 International Conference on Simulation of Semiconductor Processes and Devices (SISPAD),2024,9,24,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Wan, H 1997",10.1023/a:1018542313236,15348841,A study of cell behaviour on the surfaces of multifilament materials,"Wan, H and Williams, RL and Doherty, PJ and Williams, DF",Journal of materials science. Materials in medicine,1997,1,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,CellCulture,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Wang, T 2014",10.1021/la404277p,24410163,Controlled surface chemistry of diamond/β-SiC composite films for preferential protein adsorption,"Wang, T and Handschuh-Wang, S and Yang, Y and Zhuang, H and Schlemper, C and Wesner, D and Schonherr, H and Zhang, W and Jiang, X",Langmuir : the ACS journal of surfaces and colloids,2014,2,4,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Fabrication,MaterialProperties,Benchtop,CellCulture",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"Wang, T 2018",10.1021/acs.langmuir.7b04072,,Controlling Directional Liquid Motion on Micro- and Nanocrystalline Diamond/β-SiC Composite Gradient Films,"Wang, T and Handschuh-Wang, S and Huang, L and Zhang, L and Jiang, X and Kong, TT and Zhang, WJ and Lee, CS and Zhou, XC and Tang, YB",LANGMUIR,2018,1,30,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Biosensors,DrugRelease",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Will, J 2010",10.1016/j.actbio.2010.06.036,20615484,Bioactivation of biomorphous silicon carbide bone implants,"Will, J and Hoppe, A and Müller, FA and Raya, CT and Fernandez, JM and Greil, P",Acta biomaterialia,2010,12,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"MaterialProperties,Benchtop",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Wu, K 2024",10.1002/adma.202310201,38320746,Optical Monitoring of Water Side Permeation in Thin Film Encapsulation,"Wu, K. and Mariello, M. and Leterrier, Y. and Lacour, SP",Advanced materials,2024,6,,1,a-SiC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Neural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Fabrication,MaterialProperties,Benchtop",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Wu, M 2019",10.1007/s40684-019-00058-9,,High Efficiency Precision Grinding of Micro-structured SiC Surface Using Laser Micro-structured Coarse-Grain Diamond Grinding Wheel,"Wu, MT and Guo, B and Zhao, QL and Zhang, J and Fang, XY and He, P",INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING-GREEN TECHNOLOGY,2019,3,7,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,OtherTechnologies,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Xu, H 2000",10.1177/00220345000790110501,11145353,Effects of whisker-to-silica ratio on the reinforcement of dental resin composites with silica-fused whiskers,"Xu, HH and Quinn, JB and Giuseppetti, AA and Eichmiller, FC",Journal of dental research,2000,11,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Xu, H 2004",10.1016/j.biomaterials.2003.12.058,15120507,Strong and bioactive composites containing nano-silica-fused whiskers for bone repair,"Xu, HH and Smith, DT and Simon, CG",Biomaterials,2004,11,,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,MaterialProperties,CellCulture",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Zhao, X 2018",10.1016/j.msec.2018.05.003,30033240,Improved dispersion of SiC whisker in nano hydroxyapatite and effect of atmospheres on sintering of the SiC whisker reinforced nano hydroxyapatite composites,"Zhao, X and Yang, J and Xin, H and Wang, X and Zhang, L and He, F and Liu, Q and Zhang, W","Materials science & engineering. C, Materials for biological applications",2018,10,1,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Fabrication,MaterialProperties",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Zhu, C 2016",10.1038/srep38875,27958394,Proliferation and osteogenic differentiation of rat BMSCs on a novel Ti/SiC metal matrix nanocomposite modified by friction stir processing,"Zhu, C and Lv, Y and Qian, C and Qian, H and Jiao, T and Wang, L and Zhang, F",Scientific reports,2016,12,13,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Fabrication,MaterialProperties,CellCulture",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Zhu, H 2024",10.3390/ma17215392,39517666,Osteoblast Growth in Quaternized Silicon Carbon Nitride Coatings for Dental Implants,"Zhu, H and Xia, X and Chiang, CC and Watson Levings, RS and Correa, J and Rocha, FRG and Ghivizzani, SC and Ren, F and Neal, D and Calderon, PDS and Esquivel-Upshaw, JF","Materials (Basel, Switzerland)",2024,11,4,1,other,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Ortho_Dental,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Fabrication,CellCulture",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
